NAME(Used only as reminder for value);VALUE;LABEL
OdBm::BuiltInParameter::UNIFORMAT_CODE;-1002500;Assembly Code
OdBm::BuiltInParameter::UNIFORMAT_DESCRIPTION;-1002501;Assembly Description
OdBm::BuiltInParameter::OMNICLASS_CODE;-1002502;OmniClass Number
OdBm::BuiltInParameter::OMNICLASS_DESCRIPTION;-1002503;OmniClass Title
OdBm::BuiltInParameter::SEEK_ITEM_ID;-1002504;Seek Item ID
OdBm::BuiltInParameter::MATERIAL_PARAM_COLOR;-1002550;Color
OdBm::BuiltInParameter::MATERIAL_PARAM_TRANSPARENCY;-1002551;Transparency
OdBm::BuiltInParameter::MATERIAL_PARAM_GLOW;-1002552;Glow
OdBm::BuiltInParameter::MATERIAL_PARAM_SMOOTHNESS;-1002553;Smoothness
OdBm::BuiltInParameter::MATERIAL_PARAM_SHININESS;-1002554;Shininess
OdBm::BuiltInParameter::COLUMN_TOP_ATTACH_JUSTIFICATION_PARAM;-1002555;Attachment Justification At Top
OdBm::BuiltInParameter::COLUMN_BASE_ATTACH_JUSTIFICATION_PARAM;-1002556;Attachment Justification At Base
OdBm::BuiltInParameter::COLUMN_TOP_ATTACHMENT_OFFSET_PARAM;-1002557;Offset From Attachment At Top
OdBm::BuiltInParameter::COLUMN_BASE_ATTACHMENT_OFFSET_PARAM;-1002558;Offset From Attachment At Base
OdBm::BuiltInParameter::COLUMN_TOP_ATTACHED_PARAM;-1002559;Top is Attached
OdBm::BuiltInParameter::COLUMN_BASE_ATTACHED_PARAM;-1002560;Base is Attached
OdBm::BuiltInParameter::COLUMN_BASE_ATTACH_CUT_PARAM;-1002561;Base Attachment Cut
OdBm::BuiltInParameter::COLUMN_TOP_ATTACH_CUT_PARAM;-1002562;Top Attachment Cut
OdBm::BuiltInParameter::COLUMN_LOCATION_MARK;-1002563;Column Location Mark
OdBm::BuiltInParameter::ELEM_IS_REFERENCE;-1004001;Reference
OdBm::BuiltInParameter::DATUM_PLANE_DEFINES_ORIGIN;-1004002;Defines Origin
OdBm::BuiltInParameter::ELEM_REFERENCE_NAME;-1004003;Is Reference
OdBm::BuiltInParameter::ELEM_DELETABLE_IN_FAMILY;-1004004;Deletable
OdBm::BuiltInParameter::CURVE_ELEM_LENGTH;-1004005;Length
OdBm::BuiltInParameter::CURVE_ELEM_LINE_ANGLE;-1004006;Angle
OdBm::BuiltInParameter::CURVE_ELEM_ARC_START_ANGLE;-1004007;Angle 1
OdBm::BuiltInParameter::CURVE_ELEM_ARC_END_ANGLE;-1004008;Angle 2
OdBm::BuiltInParameter::CURVE_ELEM_ARC_RANGE;-1004009;Range
OdBm::BuiltInParameter::CURVE_ELEM_ARC_RADIUS;-1004010;Radius
OdBm::BuiltInParameter::CURVE_IS_DETAIL;-1004011;Detail Line
OdBm::BuiltInParameter::DATUM_PLANE_DEFINES_WALL_CLOSURE;-1004012;Wall Closure
OdBm::BuiltInParameter::CURVE_DETERMINES_ORIENTATION;-1004013;Determines Orientation
OdBm::BuiltInParameter::RADIAL_ARRAY_ARC_RADIUS;-1004014;Radius
OdBm::BuiltInParameter::CURVE_ELEM_DEFINES_SLOPE;-1004015;Defines Beam System Slope
OdBm::BuiltInParameter::ELEM_REFERENCE_NAME_2D_XZ;-1004016;Is Reference
OdBm::BuiltInParameter::DIM_VALUE_LENGTH;-1004500;Value
OdBm::BuiltInParameter::DIM_VALUE_ANGLE;-1004501;Value
OdBm::BuiltInParameter::DIM_LABEL_GP_SHOW;-1004502;Show Label in View
OdBm::BuiltInParameter::DIM_LABEL;-1004510;Label
OdBm::BuiltInParameter::DIM_NOT_MODIFIABLE;-1004513;Non-modifiable
OdBm::BuiltInParameter::DIM_DISPLAY_EQ;-1004514;Equality Display
OdBm::BuiltInParameter::DIM_LEADER;-1004515;Leader
OdBm::BuiltInParameter::DIM_ISREPORTING;-1004516;Is Reporting
OdBm::BuiltInParameter::DIM_LABEL_IS_INSTANCE;-1004518;Is Instance Parameter
OdBm::BuiltInParameter::VIEWER_EYE_ELEVATION;-1005000;Eye Elevation
OdBm::BuiltInParameter::VIEWER_OPTION_VISIBILITY;-1005001;Visible In Option
OdBm::BuiltInParameter::VIEWER_TARGET_ELEVATION;-1005002;Target Elevation
OdBm::BuiltInParameter::VIEWER_PERSPECTIVE;-1005050;Projection Mode
OdBm::BuiltInParameter::VIEWER_CROP_REGION;-1005090;Crop View
OdBm::BuiltInParameter::VIEWER_CROP_REGION_VISIBLE;-1005091;Crop Region Visible
OdBm::BuiltInParameter::VIEWER_CROP_REGION_DISABLED;-1005092;Crop View
OdBm::BuiltInParameter::VIEWER_SHOW_UNCROPPED;-1005093;Show uncropped
OdBm::BuiltInParameter::VIEWER_ANNOTATION_CROP_ACTIVE;-1005094;Annotation Crop
OdBm::BuiltInParameter::VIEWER_BOUND_OFFSET_RIGHT;-1005100;Right Clip Offset
OdBm::BuiltInParameter::VIEWER_BOUND_OFFSET_LEFT;-1005101;Left Clip Offset
OdBm::BuiltInParameter::VIEWER_BOUND_OFFSET_TOP;-1005102;Top Clip Offset
OdBm::BuiltInParameter::VIEWER_BOUND_OFFSET_BOTTOM;-1005103;Bottom Clip Offset
OdBm::BuiltInParameter::VIEWER_BOUND_OFFSET_FAR;-1005104;Far Clip Offset
OdBm::BuiltInParameter::VIEWER_BOUND_OFFSET_NEAR;-1005105;Near Clip Offset
OdBm::BuiltInParameter::VIEWER_BOUND_ACTIVE_RIGHT;-1005106;Right Clip Active
OdBm::BuiltInParameter::VIEWER_BOUND_ACTIVE_LEFT;-1005107;Left Clip Active
OdBm::BuiltInParameter::VIEWER_BOUND_ACTIVE_TOP;-1005108;Top Clip Active
OdBm::BuiltInParameter::VIEWER_BOUND_ACTIVE_BOTTOM;-1005109;Bottom Clip Active
OdBm::BuiltInParameter::VIEWER_BOUND_ACTIVE_FAR;-1005110;Far Clip Active
OdBm::BuiltInParameter::VIEWER_BOUND_ACTIVE_NEAR;-1005111;Near Clip Active
OdBm::BuiltInParameter::VIEW_NAME;-1005112;View Name
OdBm::BuiltInParameter::VIEWER_MODEL_CLIP_BOX_ACTIVE;-1005113;Section Box
OdBm::BuiltInParameter::VIEW_DESCRIPTION;-1005114;Title on Sheet
OdBm::BuiltInParameter::VIEWER_REFERENCE_LABEL;-1005120;Reference Label
OdBm::BuiltInParameter::VIEWER_IS_REFERENCE;-1005121;Is a Reference
OdBm::BuiltInParameter::VIEWER_REFERENCE_LABEL_TEXT;-1005122;Reference Label
OdBm::BuiltInParameter::VIEWER_BOUND_FAR_CLIPPING;-1005123;Far Clipping
OdBm::BuiltInParameter::VIEWER3D_RENDER_SETTINGS;-1005124;Rendering Settings
OdBm::BuiltInParameter::GRAPHIC_DISPLAY_OPTIONS_MODEL;-1005131;Model Display
OdBm::BuiltInParameter::GRAPHIC_DISPLAY_OPTIONS_SHADOWS;-1005132;Shadows
OdBm::BuiltInParameter::GRAPHIC_DISPLAY_OPTIONS_LIGHTING;-1005133;Lighting
OdBm::BuiltInParameter::GRAPHIC_DISPLAY_OPTIONS_SS_INTENSITY;-1005134;Sun and Shadow Intensity
OdBm::BuiltInParameter::GRAPHIC_DISPLAY_OPTIONS_BACKGROUND;-1005135;Background
OdBm::BuiltInParameter::GRAPHIC_DISPLAY_OPTIONS_FOG;-1005136;Depth Cueing
OdBm::BuiltInParameter::GRAPHIC_DISPLAY_OPTIONS_PHOTO_EXPOSURE;-1005137;Photographic Exposure
OdBm::BuiltInParameter::VIEW_FIXED_SKETCH_PLANE;-1005147;None
OdBm::BuiltInParameter::VIEW_SCHEMA_SETTING_FOR_BUILDING;-1005148;Color Scheme
OdBm::BuiltInParameter::VIEW_SCHEMA_SETTING_FOR_SYSTEM;-1005149;System Color Schemes
OdBm::BuiltInParameter::VIEW_SCALE;-1005150;Scale Value    1:
OdBm::BuiltInParameter::VIEW_SCALE_PULLDOWN_METRIC;-1005151;View Scale
OdBm::BuiltInParameter::VIEW_SCALE_PULLDOWN_IMPERIAL;-1005152;View Scale
OdBm::BuiltInParameter::VIEW_UNDERLAY_BOTTOM_ID;-1005153;Range: Base Level
OdBm::BuiltInParameter::VIEW_DEPTH;-1005154;View Depth
OdBm::BuiltInParameter::PLAN_VIEW_CUT_PLANE_HEIGHT;-1005155;Cut Plane Height
OdBm::BuiltInParameter::VIEW_SHEET_VIEWPORT_INFO;-1005157;Viewport
OdBm::BuiltInParameter::VIEW_CLEAN_JOINS;-1005158;Wall Join Display
OdBm::BuiltInParameter::PLAN_VIEW_TOP_CLIP_HEIGHT;-1005159;Top Clip Height
OdBm::BuiltInParameter::VIEW_SHOW_MASSING;-1005160;Show Mass
OdBm::BuiltInParameter::VIEW_MODEL_DISPLAY_MODE;-1005161;Display Model
OdBm::BuiltInParameter::PLAN_VIEW_RANGE;-1005162;View Range
OdBm::BuiltInParameter::VIEW_DISCIPLINE;-1005163;Discipline
OdBm::BuiltInParameter::VIEW_VISIBLE_CATEGORIES;-1005164;Visibility/Graphics Overrides
OdBm::BuiltInParameter::MODEL_GRAPHICS_STYLE;-1005165;Visual Style
OdBm::BuiltInParameter::PLAN_VIEW_LEVEL;-1005166;Associated Level
OdBm::BuiltInParameter::WALKTHROUGH_FRAMES_COUNT;-1005167;Walkthrough Frames
OdBm::BuiltInParameter::PLAN_VIEW_NORTH;-1005168;Orientation
OdBm::BuiltInParameter::VIEW_CAMERA_POSITION;-1005169;Camera Position
OdBm::BuiltInParameter::VIEW_REFERENCING_SHEET;-1005170;Referencing Sheet
OdBm::BuiltInParameter::VIEW_REFERENCING_DETAIL;-1005171;Referencing Detail
OdBm::BuiltInParameter::MODEL_GRAPHICS_STYLE_ANON_DRAFT;-1005172;Visual Style
OdBm::BuiltInParameter::GRAPHIC_DISPLAY_OPTIONS;-1005173;Graphic Display Options
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_NUMBER_COLUMNS;-1005175;Column Locations per Segment
OdBm::BuiltInParameter::VIEW_TEMPLATE;-1005176;View Template
OdBm::BuiltInParameter::VIEW_UNDERLAY_ORIENTATION;-1005177;Underlay Orientation
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_TOTAL_COLUMNS;-1005178;Total Column Locations
OdBm::BuiltInParameter::VIEW_ASSOCIATED_ASSEMBLY_INSTANCE_ID;-1005179;Associated Assembly Instance
OdBm::BuiltInParameter::VIEW_BACK_CLIPPING;-1005181;Depth Clipping
OdBm::BuiltInParameter::VIEW_DEPENDENCY;-1005182;Dependency
OdBm::BuiltInParameter::COLOR_SCHEME_LOCATION;-1005183;Color Scheme Location
OdBm::BuiltInParameter::VIEW_CAMERA_ORIENTATION;-1005184;Locked Orientation
OdBm::BuiltInParameter::RENDER_PLANT_NAME;-1005192;Plant Name
OdBm::BuiltInParameter::RENDER_PLANT_HEIGHT;-1005193;Height
OdBm::BuiltInParameter::RENDER_PLANT_TRIM_HEIGHT;-1005194;Plant Trim Height
OdBm::BuiltInParameter::RENDER_RPC_FILENAME;-1005195;Render Appearance
OdBm::BuiltInParameter::FAMILY_RENDERING_TYPE;-1005196;Render Appearance Source
OdBm::BuiltInParameter::FAMILY_SYMBOLIC_REP;-1005197;Symbolic Representation
OdBm::BuiltInParameter::RENDER_RPC_PROPERTIES;-1005198;Render Appearance Properties
OdBm::BuiltInParameter::VIEW_TEMPLATE_FOR_SCHEDULE;-1005199;View Template
OdBm::BuiltInParameter::VIEWPORT_DETAIL_NUMBER;-1005201;Detail Number
OdBm::BuiltInParameter::VIEWPORT_VIEW_NAME;-1005203;View Name
OdBm::BuiltInParameter::VIEWPORT_SCALE;-1005204;View Scale
OdBm::BuiltInParameter::VIEWPORT_SHEET_NUMBER;-1005206;Sheet Number
OdBm::BuiltInParameter::VIEWPORT_SHEET_NAME;-1005207;Sheet Name
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_UNITS_FORMAT;-1005208;Off-Grid Units Format
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_OFF_GRID;-1005209;Include Off-Grid Columns
OdBm::BuiltInParameter::VIEW_SCALE_CUSTOMNAME;-1005230;Display Name
OdBm::BuiltInParameter::VIEW_SCALE_HAVENAME;-1005231;Display Name
OdBm::BuiltInParameter::VIEWPORT_ATTR_LABEL_TAG;-1005250;Title
OdBm::BuiltInParameter::VIEWPORT_ATTR_SHOW_LABEL;-1005251;Show Title
OdBm::BuiltInParameter::VIEWPORT_ATTR_SHOW_EXTENSION_LINE;-1005252;Show Extension Line
OdBm::BuiltInParameter::VIEWPORT_ATTR_SHOW_BOX;-1005253;Show Box
OdBm::BuiltInParameter::VIEWPORT_ATTR_ORIENTATION_ON_SHEET;-1005254;Rotation on Sheet
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_TOP_LEVEL;-1005313;Top Level
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_BOTTOM_LEVEL;-1005314;Bottom Level
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_LOCATIONS_LOW;-1005315;Column Locations Start
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_LOCATIONS_HIGH;-1005316;Column Locations End
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_MATERIAL_TYPES;-1005317;Material Types
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_GROUP_SIMILAR;-1005318;Group Similar Locations
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_ROWS_FROM;-1005319;Segment Start in Viewport
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_TITLE;-1005325;Title
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_TEXT_APPEARANCE;-1005326;Text Appearance
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_GRID_APPEARANCE;-1005327;Grid Appearance
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_ROWS_COUNT;-1005328;Segments in Viewport
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_TOTAL_ROWS;-1005329;Total Segments
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_HIDDEN_LEVELS;-1005330;Hidden Levels
OdBm::BuiltInParameter::VIEW_GRAPH_SCHED_LEVEL_RELATIVE_BASE_TYPE;-1005331;Elevation Base for Levels
OdBm::BuiltInParameter::VIEW_ANALYSIS_DISPLAY_STYLE;-1005332;Default Analysis Display Style
OdBm::BuiltInParameter::VIEW_GRAPH_SUN_PATH;-1005333;Sun Path
OdBm::BuiltInParameter::VIEW_GRAPH_SUN_PATH_SIZE;-1005334;Sun path size (%)
OdBm::BuiltInParameter::VIEW_UNDERLAY_TOP_ID;-1005335;Range: Top Level
OdBm::BuiltInParameter::VIEW_DESIGN_OPTIONS_CONFIG;-1005400;Design Option Configuration
OdBm::BuiltInParameter::ANALYTICAL_HEAT_TRANSFER_COEFFICIENT;-1005430;Heat Transfer Coefficient (U)
OdBm::BuiltInParameter::ANALYTICAL_THERMAL_RESISTANCE;-1005431;Thermal Resistance (R)
OdBm::BuiltInParameter::ANALYTICAL_SOLAR_HEAT_GAIN_COEFFICIENT;-1005432;Solar Heat Gain Coefficient
OdBm::BuiltInParameter::ANALYTICAL_VISUAL_LIGHT_TRANSMITTANCE;-1005433;Visual Light Transmittance
OdBm::BuiltInParameter::ANALYTICAL_THERMAL_MASS;-1005434;Thermal Mass
OdBm::BuiltInParameter::ANALYTICAL_ABSORPTANCE;-1005435;Absorptance
OdBm::BuiltInParameter::ANALYTICAL_ROUGHNESS;-1005436;Roughness
OdBm::BuiltInParameter::ANALYTIC_CONSTRUCTION_LOOKUP_TABLE;-1005437;Analytic Construction
OdBm::BuiltInParameter::ANALYTIC_CONSTRUCTION_GBXML_TYPEID;-1005438;Construction Type Id
OdBm::BuiltInParameter::ANALYTICAL_DEFINE_THERMAL_PROPERTIES_BY;-1005439;Define Thermal Properties by
OdBm::BuiltInParameter::STRUCTURAL_MATERIAL_PARAM;-1005500;Structural Material
OdBm::BuiltInParameter::STRUCTURAL_SECTION_SHAPE;-1005501;Section Shape
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_WIDTH;-1005502;Width
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_HEIGHT;-1005503;Height
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_DIAMETER;-1005504;Diameter
OdBm::BuiltInParameter::STRUCTURAL_SECTION_PIPESTANDARD_WALLNOMINALTHICKNESS;-1005505;Wall Nominal Thickness
OdBm::BuiltInParameter::STRUCTURAL_SECTION_PIPESTANDARD_WALLDESIGNTHICKNESS;-1005506;Wall Design Thickness
OdBm::BuiltInParameter::STRUCTURAL_SECTION_AREA;-1005507;Section Area
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_CENTROID_HORIZ;-1005508;Centroid Horizontal
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_CENTROID_VERTICAL;-1005509;Centroid Vertical
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_ALPHA;-1005510;Principal Axes Angle
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_PERIMETER;-1005511;Perimeter
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_NOMINAL_WEIGHT;-1005512;Nominal Weight
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_MOMENT_OF_INERTIA_STRONG_AXIS;-1005513;Moment of Inertia strong axis
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_MOMENT_OF_INERTIA_WEAK_AXIS;-1005514;Moment of Inertia weak axis
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_ELASTIC_MODULUS_STRONG_AXIS;-1005515;Elastic Modulus strong axis
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_ELASTIC_MODULUS_WEAK_AXIS;-1005516;Elastic Modulus weak axis
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_PLASTIC_MODULUS_STRONG_AXIS;-1005517;Plastic Modulus strong axis
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_PLASTIC_MODULUS_WEAK_AXIS;-1005518;Plastic Modulus weak axis
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_TORSIONAL_MOMENT_OF_INERTIA;-1005519;Torsional Moment of Inertia
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_TORSIONAL_MODULUS;-1005520;Torsional Modulus
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_WARPING_CONSTANT;-1005521;Warping Constant
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_SHEAR_AREA_STRONG_AXIS;-1005522;Shear Area strong axis
OdBm::BuiltInParameter::STRUCTURAL_SECTION_COMMON_SHEAR_AREA_WEAK_AXIS;-1005523;Shear Area weak axis
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_FLANGETHICKNESS;-1005524;Flange Thickness
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_WEBTHICKNESS;-1005525;Web Thickness
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_WEBHEIGHT;-1005526;Web Height
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_FLANGEFILLET;-1005527;Flange Fillet
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_WEBFILLET;-1005528;Web Fillet
OdBm::BuiltInParameter::STRUCTURAL_SECTION_HSS_INNERFILLET;-1005529;Inner Fillet
OdBm::BuiltInParameter::STRUCTURAL_SECTION_HSS_OUTERFILLET;-1005530;Outer Fillet
OdBm::BuiltInParameter::STRUCTURAL_SECTION_IWELDED_TOPFLANGETHICKNESS;-1005531;Top Flange Thickness
OdBm::BuiltInParameter::STRUCTURAL_SECTION_IWELDED_TOPFLANGEWIDTH;-1005532;Top Flange Width
OdBm::BuiltInParameter::STRUCTURAL_SECTION_IWELDED_BOTTOMFLANGETHICKNESS;-1005533;Bottom Flange Thickness
OdBm::BuiltInParameter::STRUCTURAL_SECTION_IWELDED_BOTTOMFLANGEWIDTH;-1005534;Bottom Flange Width
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_CLEAR_WEB_HEIGHT;-1005535;Clear Web Height
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_FLANGE_TOE_OF_FILLET;-1005536;Flange Toe of Fillet
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_WEB_TOE_OF_FILLET;-1005537;Web Toe of Fillet
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_BOLT_SPACING;-1005538;Bolt Spacing
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_BOLT_DIAMETER;-1005539;Bolt Diameter
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_BOLT_SPACING_TWO_ROWS;-1005540;Bolt Spacing Two Rows
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_BOLT_SPACING_BETWEEN_ROWS;-1005541;Bolt Spacing between Rows
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_BOLT_SPACING_WEB;-1005542;Bolt Spacing web
OdBm::BuiltInParameter::STRUCTURAL_SECTION_LANGLE_BOLT_SPACING_1_LONGER_FLANGE;-1005543;Bolt Spacing 1 Longer Flange
OdBm::BuiltInParameter::STRUCTURAL_SECTION_LANGLE_BOLT_SPACING_2_LONGER_FLANGE;-1005544;Bolt Spacing 2 Longer Flange
OdBm::BuiltInParameter::STRUCTURAL_SECTION_LANGLE_BOLT_SPACING_SHORTER_FLANGE;-1005545;Bolt Spacing Shorter Flange
OdBm::BuiltInParameter::STRUCTURAL_SECTION_LANGLE_BOLT_DIAMETER_LONGER_FLANGE;-1005546;Bolt Diameter Longer Flange
OdBm::BuiltInParameter::STRUCTURAL_SECTION_LANGLE_BOLT_DIAMETER_SHORTER_FLANGE;-1005547;Bolt Diameter Shorter Flange
OdBm::BuiltInParameter::STRUCTURAL_SECTION_LPROFILE_LIP_LENGTH;-1005548;Lip Length
OdBm::BuiltInParameter::STRUCTURAL_SECTION_CPROFILE_FOLD_LENGTH;-1005549;Fold Length
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ZPROFILE_BOTTOM_FLANGE_LENGTH;-1005550;Bottom Flange Length
OdBm::BuiltInParameter::STRUCTURAL_SECTION_SIGMA_PROFILE_BEND_WIDTH;-1005551;Bend Width
OdBm::BuiltInParameter::STRUCTURAL_SECTION_SIGMA_PROFILE_MIDDLE_BEND_WIDTH;-1005552;Middle Bend Length
OdBm::BuiltInParameter::STRUCTURAL_SECTION_SIGMA_PROFILE_TOP_BEND_WIDTH;-1005553;Top Bend Length
OdBm::BuiltInParameter::STRUCTURAL_SECTION_NAME_KEY;-1005554;Section Name Key
OdBm::BuiltInParameter::STRUCTURAL_FAMILY_NAME_KEY;-1005555;Family Name Key
OdBm::BuiltInParameter::STRUCTURAL_FAMILY_CODE_NAME;-1005556;Code Name
OdBm::BuiltInParameter::STRUCTURAL_SECTION_TOP_CUT_WIDTH;-1005557;Top Cut Width
OdBm::BuiltInParameter::STRUCTURAL_SECTION_TOP_CUT_HEIGHT;-1005558;Top Cut Height
OdBm::BuiltInParameter::STRUCTURAL_SECTION_BOTTOM_CUT_WIDTH;-1005559;Bottom Cut Width
OdBm::BuiltInParameter::STRUCTURAL_SECTION_BOTTOM_CUT_HEIGHT;-1005560;Bottom Cut Height
OdBm::BuiltInParameter::STRUCTURAL_SECTION_CANTILEVER_LENGTH;-1005561;Cantilever Length
OdBm::BuiltInParameter::STRUCTURAL_SECTION_CANTILEVER_HEIGHT;-1005562;Cantilever Height
OdBm::BuiltInParameter::STRUCTURAL_SECTION_SLOPED_FLANGE_ANGLE;-1005563;Sloped Flange Angle
OdBm::BuiltInParameter::STRUCTURAL_SECTION_SLOPED_WEB_ANGLE;-1005564;Sloped Web Angle
OdBm::BuiltInParameter::STRUCTURAL_SECTION_TOP_WEB_FILLET;-1005565;Top Web Fillet
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_FLANGETHICKNESS_LOCATION;-1005566;Flange Thickness Location
OdBm::BuiltInParameter::STRUCTURAL_SECTION_ISHAPE_WEBTHICKNESS_LOCATION;-1005567;Web Thickness Location
OdBm::BuiltInParameter::ROOF_CURVE_IS_SLOPE_DEFINING;-1006000;Defines Roof Slope
OdBm::BuiltInParameter::ROOF_CURVE_HEIGHT_OFFSET;-1006001;Offset From Roof Base
OdBm::BuiltInParameter::ROOF_CURVE_HEIGHT_AT_WALL;-1006005;Plate Offset From Base
OdBm::BuiltInParameter::DEFINES_CONSTANT_HEIGHT;-1006006;Defines Constant Height
OdBm::BuiltInParameter::CURVE_IS_SLOPE_DEFINING;-1006007;Defines Slope
OdBm::BuiltInParameter::CURVE_HEIGHT_OFFSET;-1006008;Offset From Base
OdBm::BuiltInParameter::CURVE_LEVEL;-1006009;Level
OdBm::BuiltInParameter::SLOPE_ARROW_LEVEL_START;-1006010;Level at Tail
OdBm::BuiltInParameter::SLOPE_ARROW_LEVEL_END;-1006011;Level at Head
OdBm::BuiltInParameter::SPECIFY_SLOPE_OR_OFFSET;-1006012;Specify 
OdBm::BuiltInParameter::CURVE_NUMBER_OF_SEGMENTS;-1006013;Number of Full Segments
OdBm::BuiltInParameter::CURVE_PARAM_CONCRETE_CANTILEVER;-1006014;Concrete Cantilever
OdBm::BuiltInParameter::CURVE_PARAM_STEEL_CANTILEVER;-1006015;Steel Cantilever
OdBm::BuiltInParameter::ROOF_SLOPE;-1006016;Slope
OdBm::BuiltInParameter::STAIRS_CURVE_TYPE;-1006100;Stairs Line Type
OdBm::BuiltInParameter::FAMILY_ELEM_SUBCATEGORY;-1006200;Subcategory
OdBm::BuiltInParameter::FAMILY_CURVE_GSTYLE_PLUS_INVISIBLE;-1006201;Subcategory
OdBm::BuiltInParameter::FAMILY_CURVE_GSTYLE_PLUS_INVISIBLE_PLUS_STICK_SYM;-1006202;Subcategory
OdBm::BuiltInParameter::FAMILY_CURVE_GSTYLE_PLUS_INVISIBLE_MINUS_ANALYTICAL;-1006203;Subcategory
OdBm::BuiltInParameter::FAMILY_CURVE_GSTYLE_PLUS_INVISIBLE_PLUS_STICK_SYM_MINUS_ANALYTICAL;-1006204;Subcategory
OdBm::BuiltInParameter::IS_VISIBLE_PARAM;-1006205;Visible
OdBm::BuiltInParameter::HEAD_ON_PLACEMENT_METHOD;-1006206;Draw in Foreground
OdBm::BuiltInParameter::FAMILY_CURVE_GSTYLE_FOR_2010_MASS;-1006207;Subcategory
OdBm::BuiltInParameter::BUILDING_CURVE_GSTYLE;-1006210;Line Style
OdBm::BuiltInParameter::BUILDING_CURVE_GSTYLE_PLUS_INVISIBLE;-1006211;Subcategory
OdBm::BuiltInParameter::EDGE_LINEWORK;-1006212;Line Style
OdBm::BuiltInParameter::CLINE_SUBCATEGORY;-1006220;Subcategory
OdBm::BuiltInParameter::REFERENCE_LINE_SUBCATEGORY;-1006221;Subcategory
OdBm::BuiltInParameter::TEXT_FONT;-1006300;Text Font
OdBm::BuiltInParameter::TEXT_SIZE;-1006301;Text Size
OdBm::BuiltInParameter::TEXT_COLOR;-1006302;Color
OdBm::BuiltInParameter::LINE_PEN;-1006303;Line Weight
OdBm::BuiltInParameter::LINE_COLOR;-1006304;Color
OdBm::BuiltInParameter::LINE_PATTERN;-1006305;Line Pattern
OdBm::BuiltInParameter::TEXT_TEXT;-1006307;Text
OdBm::BuiltInParameter::TEXT_ALIGN_HORZ;-1006308;Horizontal Align
OdBm::BuiltInParameter::TEXT_ALIGN_VERT;-1006309;Vertical Align
OdBm::BuiltInParameter::CURVE_IS_FILLED;-1006310;Filled
OdBm::BuiltInParameter::TEXT_STYLE_BOLD;-1006311;Bold
